Stage Name,Full Name,Korean Name,K Stage Name,Date of Birth,Group,Debut,Company,Country,Second Country,Height,Weight,Birthplace,Other Group,Former Group,Gender,Debut_Year,is_foreign
Kwangmin,Jo Kwangmin,조광민,광민,24/04/1995,Boyfriend,26/05/2011,Starship,South Korea,,180.0,,Anyang,,,M,2011.0,False
Kyeongheon,Yoon Kyeongheon,윤경헌,경헌,6/01/1998,We In The Zone,27/05/2019,Choon,South Korea,,175.0,60.0,Suncheon,,,M,2019.0,False
Kyla,Kyla Massie,카일라 매시,카일라,26/12/2001,Pristin,21/03/2017,Pledis,USA,South Korea,,,California,,,F,2017.0,True
Kyle,Ma Jaekyung,마재경,카일,15/01/1997,Romeo,4/11/2015,CT,South Korea,,,,,,,M,2015.0,False
Kyrin,Park Geumju,박금주,카이린,23/02/2000,Girls' World,20/06/2002,Liz,South Korea,,156.0,,Daejeon,,,F,2002.0,False
Kyuhwan,Lee Kyuhwan,이규환,규환,18/09/1994,SIGNAL,28/08/2019,J-Star,South Korea,,,,,,E7,M,2019.0,False
Kyuhyuk,Shim Kyuhyuk,심규혁,규혁,11/01/1995,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M,2017.0,False
Kyuhyun,Cho Kyuhyun,조규현,규현,3/02/1988,Super Junior,6/11/2005,SM,South Korea,,180.0,68.0,Seoul,Super Junior-M,,M,2005.0,False
Kyujin,Jang Kyujin,장규진,규진,26/05/2006,NMIXX,22/02/2022,JYP,South Korea,,,,,,,F,2022.0,False
Kyulkyung,Zhou Jieqiong,저우제충,결경,16/12/1998,Pristin,21/03/2017,Pledis,China,,167.0,49.0,Taizhou,I.O.I| Pristin V,,F,2017.0,True
Kyungho,Jang Kyungho,장경호,경호,7/05/2001,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Kyungil,Song Kyungil,송경일,경일,28/11/1987,HISTORY,26/04/2013,LOEN,South Korea,,183.0,72.0,,,,M,2013.0,False
Kyungjun,Woo Kyungjun,우경준,경준,30/08/2002,TNX,17/05/2022,P NATION,South Korea,,,,Seoul,,,M,2022.0,False
Kyungmin,Jo Kyungmin,조경민,경민,28/10/2004,8TURN,30/01/2023,MNH,South Korea,,187.0,60.0,Gyeonggi,,,M,2023.0,False
Kyungmun,Lim Kyungmun,임경문,경문,29/06/2003,YOUNITE,20/04/2022,Brand New,South Korea,,,,,,,M,2022.0,False
Kyungri,Park Kyungri,박경리,경리,5/07/1990,9Muses,12/08/2010,Star Empire,South Korea,,170.0,50.0,Busan,9MUSES A,,F,2010.0,False
Kyungyoon,Lee Kyungyoon,이경윤,경윤,21/02/2000,Dongkiz,24/04/2019,Dongyo,South Korea,,177.0,58.0,,,,M,2019.0,False
L,Kim Myungsoo,김명수,엘,13/03/1992,Infinite,9/06/2010,Woollim,South Korea,,180.0,60.0,Seoul,Infinite F,,M,2010.0,False
Lai Kuanlin,Lai Kuanlin,라이관린,라이관린,23/09/2001,Wanna One,7/08/2017,YMC,Taiwan,,,,New Taipei,,,M,2017.0,True
Laon,Shin Kyuhyun,신규현,라온,19/12/1995,ENOi,19/04/2019,KITHEWHALE,South Korea,,177.0,60.0,,,,M,2019.0,False
Lara,Moon Shinae,문신애,라라,9/08/2000,Dreamnote,7/11/2018,iME,South Korea,,161.0,44.0,,,,F,2018.0,False
Lay,Zhang Yixing,장이씽,레이,7/10/1991,EXO,8/04/2012,SM,China,,177.0,60.0,Changsa,,,M,2012.0,True
Layeon,Lee Jimin,이지민,라연,13/08/1998,Purplebeck,24/06/2019,Majesty,South Korea,,170.0,51.0,,,,F,2019.0,False
LE,Ahn Hyejin,안효진,엘리,10/12/1991,EXID,16/02/2012,Yedang,South Korea,,168.0,,Cheonan,,,F,2012.0,False
Lea,Ogawa Mizuki,오가와 미즈키,레아,12/08/1995,SECRET NUMBER,19/05/2020,Vine,Japan,,169.0,,Tokyo,,Skarf,F,2020.0,True
Lee Haein,Lee Haein,이해인,이해인,4/07/1992,I.B.I,29/10/2014,Star Crew,South Korea,,165.0,49.0,Changwon,,,F,2014.0,False
Lee Hoo,Moon Junyoung,문준영,,9/02/1989,ZE:A,7/01/2010,Star Empire,South Korea,,,,Seoul,,,M,2010.0,False
Lee Hyeop,Lee Hyeop,이협,이협,13/08/1999,DRIPPIN,26/10/2020,Woollim,South Korea,,177.0,57.0,,,,M,2020.0,False
Lee Jin,Shim Yerin,심예린,이진,12/03/2001,Hi-L,11/08/2021,Kpop Live,South Korea,,,,,,,F,2021.0,False
Lee Know,Lee Minho,이민호,리노,25/10/1998,Stray Kids,25/03/2018,JYP,South Korea,,,,Gimpo,,,M,2018.0,False
Lee Soo,Jin Isoo,진이수,이수,27/06/2001,PRECIOUS,23/09/2020,Umi,South Korea,,163.0,47.0,Incheon,,,F,2020.0,False
Lee Suhyun,Lee Suhyun,이수현,이수현,5/11/1996,I.B.I,29/10/2014,Star Crew,South Korea,,167.0,50.0,Ansan,,,F,2014.0,False
Leedo,Kim Geonhak,김건학,이도,26/07/1997,Oneus,9/01/2019,RBW,South Korea,,,,,,,M,2019.0,False
Leeseo,Lee Hyunseo,이현서,이서,21/02/2007,IVE,1/12/2021,Starship,South Korea,,170.0,48.0,,,,F,2021.0,False
Leeteuk,Park Jeongsu,박정수,이특,1/07/1983,Super Junior,6/11/2005,SM,South Korea,,179.0,59.0,Seoul,,,M,2005.0,False
Leia,Larissa Kartes,라리사 카르치스,레아,14/05/2001,Blackswan,16/10/2020,DR,Brazil,Japan,,,Curitiba,,,F,2020.0,True
Lena,Kang Rena,강레나,레나,17/04/2002,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F,2018.0,False
Leo,Hayase Leo,하야세 레오,레오,8/10/2002,T1419,21/09/2007,CJ E&M,Japan,,,,,,,M,2007.0,True
Leo,Jung Taekwon,정택운,레오,10/11/1990,VIXX,24/05/2012,Jellyfish,South Korea,,183.0,63.0,Seoul,VIXX LR,,M,2012.0,False
Leon,Kim Donghyun,김동현,리온,25/07/2000,TRENDZ,5/01/2022,Interpark,South Korea,,,,,,,M,2022.0,False
Lew,Lee Euiwoong,이의웅,루,5/04/2001,TEMPEST,2/03/2022,Yuehua,South Korea,,170.0,55.0,,HyeongseopXEuiwoong,,M,2022.0,False
Lex,Jeon Hyungmin,전형민,렉스,12/01/1993,Bigflo,19/07/2014,HO,South Korea,,,,,,,M,2014.0,False
Lia,Choi Jisu,최지수,리아,21/07/2000,ITZY,12/02/2019,JYP,South Korea,,,,Incheon,,,F,2019.0,False
Lien,Shimada Sho,시마다 쇼,리안,11/03/1998,Mirae,17/03/2021,DSP,Japan,,,,Osaka,,,M,2021.0,True
Lily,Lily Jin Morrow,릴리 진 머로우,릴리,17/10/2002,NMIXX,22/02/2022,JYP,Australia,South Korea,,,Marysville,,,F,2022.0,True
Lim Jimin,Lim Jimin,임지민,임지민,22/05/2001,JUST B,30/06/2021,Bluedot,South Korea,,178.0,59.0,,,,M,2021.0,False
Lime,Kim Hyerim,김혜림,라임,19/01/1993,Hello Venus,9/05/2012,Fantagio,South Korea,,169.0,50.0,,,,F,2012.0,False
Lina,Oh Sejin,오세진,리나,27/07/1997,ANS,16/09/2019,ANS,South Korea,,,,,,,F,2019.0,False
Lina,Oh Hyesoo,오혜수,리나,23/05/1997,RedSquare,19/05/2020,About,South Korea,,,,,,,F,2020.0,False
Linzy,Im Minji,임민지,린지,22/10/1989,Fiestar,31/08/2012,LOEN,South Korea,,168.0,,Incheon,,,F,2012.0,False
Lisa,Pranpriya Manoban,쁘란쁘리야 마노반,리사,27/03/1997,BLACKPINK,8/08/2016,YG,Thailand,,170.0,46.0,Bangkok,,,F,2016.0,True
Liv,Kim Chaeyoung,김채영,리브,5/07/1997,IRRIS,6/07/2022,Mellow,South Korea,,,,Gunsan,,Good Day| RedSquare,F,2022.0,False
Liyah,Moon Liya,문리야,리야,11/05/2000,MIXX,2/05/2016,Chiko,South Korea,,175.0,52.0,,,,F,2016.0,False
Liz,Kim Jiwon,김지원,리즈,21/11/2004,IVE,1/12/2021,Starship,South Korea,,170.0,49.0,,,,F,2021.0,False
Lizzy,Park Sooyoung,박수영,리지,31/07/1992,After School,15/01/2009,Pledis,South Korea,,,,Busan,Orange Caramel,,F,2009.0,False
Loha,Kang Yejin,강예진,로하,27/12/2001,Nature,3/08/2018,n.CH,South Korea,,171.0,,,,,F,2018.0,False
Lola,Choi Yoojung,최유정,로라,22/02/2001,Pixy,24/02/2021,ALLART,South Korea,,169.0,,,,,F,2021.0,False
Longguo,Jin Longguo,진룽궈,룽궈,2/03/1996,JBJ,18/10/2017,Fave,China,,,,Heilong,,,M,2017.0,True
Lou,Kim Hosung,김호성,로우,21/12/1996,VAV,31/10/2015,A team,South Korea,,187.0,69.0,,,,M,2015.0,False
Loudi,Won Jihoon,원지훈,로우디,13/04/1996,14U,17/04/2017,BG,Indonesia,South Korea| China,,,,,,M,2017.0,True
Louis,Kim Taewoo,김태우,루이,23/04/1999,BLANK2Y,24/05/2022,Keystone,South Korea,,172.0,62.0,,,1the9,M,2022.0,False
Louis,Yang Dongsik,양동식,루이,8/04/2001,Kingdom,18/02/2021,GF,South Korea,,,,,,,M,2021.0,False
Lu,Im Hayoung,임하영,루,3/12/1997,NATURE,3/08/2018,n.CH,South Korea,,,,,,,F,2018.0,False
LuA,Jo Hankyeung,조한경,루아,14/09/1991,BADKIZ,24/03/2014,Zoo,South Korea,,,,Busan,,,F,2014.0,False
Lua,Kim Sookyung,김수경,루아,6/10/2000,Weki Meki,8/08/2017,Fantagio,South Korea,,,,,,,F,2017.0,False
Lucas,Wong Junghei,웡육헤이,루카스,25/01/1999,NCT,9/04/2016,SM,Hong Kong,,,,,SuperM,,M,2016.0,True
Lucy,Noh Hyojung,노효정,루시,31/08/2002,Weki Meki,8/08/2017,Fantagio,South Korea,,,,Goyang,,,F,2017.0,False
Lucy,Kim Daeun,김대은,루시,9/04/2004,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,2020.0,False
Luda,Lee Luda,이루다,루다,6/03/1997,WJSN,25/02/2016,Starship,South Korea,,157.0,,Seoul,WJSN Chocome| WJMK,,F,2016.0,False
Luha,Lee Gyeonghun,이경훈,루하,15/02/1993,14U,17/04/2017,BG,South Korea,,,,,,,M,2017.0,False
Luna,Park Sunyoung,박선영,루나,12/08/1993,f(x),5/09/2009,SM,South Korea,,162.0,,Seoul,,,F,2009.0,False
Lune,Jung Sungmin,정성민,룬,27/02/2000,DKB,3/02/2020,Brave,South Korea,,176.0,55.0,,,,M,2020.0,False
Lutan,Choi Gyeongseok,최경석,루탄,6/12/2003,BLITZERS,12/05/2021,Wuzo,South Korea,,,,,,,M,2021.0,False
Manny,Syo Dongchun,쇼동청,만니,17/11/2001,VARSITY,5/01/2017,GKC,China,,170.0,64.0,,,,M,2017.0,True
Marco,Lee Hyunggeun,이형근,마르코,11/05/1994,Hot Blood Youth,17/05/2017,FNC,South Korea,,,,,,,M,2017.0,False
Marin,Yasufuku Marin,야스후쿠 마린,마린,17/03/2001,Bling Bling,17/11/2020,Major9,Japan,,,,Osaka,,,F,2020.0,True
Mark,Mark Yien Tuan,마크 이엔 투안,마크,4/09/1993,GOT7,16/01/2014,JYP,USA,Taiwan,175.0,59.0,Los Angeles,,,M,2014.0,True
Mark,Mark Lee,마크 리,마크,2/08/1999,NCT,9/04/2016,SM,Canada,,,,Vancouver,NCT U| NCT 127| NCT Dream| SuperM,,M,2016.0,True
Mashiho,Takata Mashiho,타카타 마시호,마시호,25/03/2001,Treasure,7/08/2020,YG,Japan,,,,,,,M,2020.0,True
Mashiro,Sakamoto Mashiro,사카모토 마시로,마시로,16/12/1999,Kep1er,1/03/2022,WakeOne,Japan,,157.0,,,,,F,2022.0,True
Max Changmin,Shim Changmin,심창민,최강창민,18/02/1988,TVXQ,6/09/1995,MBK| Turbo Co.,South Korea,,,,Seoul,,,M,1995.0,False
May,Hirokawa Mao,히로카와 마오,메이,16/11/2004,Cherry Bullet,21/01/2019,FNC,Japan,,,,,,,F,2019.0,True
Mayna,Shaoxi Mengna,,메이나,12/05/2000,HOT ISSUE,17/05/2017,FNC,China,Romania,170.0,47.0,,,,F,2017.0,True
Medic Jin,Bae Yujin,배유진,메딕진,25/08/1996,Girlkind,16/01/2018,Nextlevel,South Korea,,,167.0,,,,F,2018.0,False
Mia,Han Eunji,한은지,미아,13/01/2000,Everglow,18/03/2019,Yuehua,South Korea,,,,,,,F,2019.0,False
Mia,Son Hyunmi,손현미,미아,31/12/1997,MIXX,2/05/2016,Chiko,South Korea,,174.0,,,,,F,2016.0,False
Mihee,Lee Mihee,이미희,미희,24/08/2000,BOTOPASS,26/08/2020,WKS ENE,South Korea,,,,,,,F,2020.0,False
Mijoo,Lee Mijoo,이미주,미주,23/09/1994,Lovelyz,17/11/2014,Woollim,South Korea,,167.0,47.0,Okcheon,,,F,2014.0,False
Mikey,Morisaki Daisuke,모리사키 다이스케,마이키,5/05/2001,BLANK2Y,24/05/2022,Keystone,Japan,,176.0,58.0,Hyogo,,,M,2022.0,True
Miko,Matsuda Miko,마츠다 미코,미코,28/10/1995,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F,2018.0,True
Miku,Katae Miku,카타에 미쿠,미쿠,9/10/2002,Pink Fantasy,28/10/2018,My Doll,Japan,,,,,,,F,2018.0,True
Mill,Lee Yongsoo,이용수,밀,30/03/1999,OnlyOneOf,28/05/2019,RSVP,South Korea,,,,,,,M,2019.0,False
Milo,Kim Minhak,김민학,마일로,20/08/1996,Romeo,4/11/2015,CT,South Korea,,,,,,,M,2015.0,False
Mimi,Jung Mimi,정미미,미미,1/01/1993,Gugudan,28/06/2016,Jellyfish,South Korea,,163.0,,,,,F,2016.0,False
Mimi,Kim Mihyun,김미현,미미,1/05/1995,Oh My Girl,21/04/2015,WM,South Korea,,163.0,50.0,Jeju,,,F,2015.0,False
Min,Lee Minyoung,이민영,민,21/06/1991,miss A,1/07/2010,JYP,South Korea,,161.0,,Seoul,,,F,2010.0,False
Min,Lee Mincheon,이민천,민,16/10/1997,We In The Zone,27/05/2019,Choon,South Korea,,171.0,50.0,Seoul,,,M,2019.0,False
Mina,Kang Mina,강미나,미나,4/12/1999,Gugudan,28/06/2016,Jellyfish,South Korea,,162.0,48.0,Icheon,Gugudan Oguogu,I.O.I,F,2016.0,False
Mina,Myoui Mina,묘이 미나,미나,24/03/1997,Twice,20/10/2015,JYP,Japan,,163.0,,San Antonio,MISAMO,,F,2015.0,True
Minah,Bang Minah,방민아,민아,13/05/1993,Girl's Day,9/07/2010,DreamT,South Korea,,165.0,47.0,Incheon,,,F,2010.0,False
Minchan,Hong Minchan,홍민찬,민찬,16/09/1998,Verivery,1/09/2019,Jellyfish,South Korea,,,,,,,M,2019.0,False
Mingi,Son Mingi,송민기,민기,9/08/1999,ATEEZ,24/10/2018,KQ,South Korea,,183.0,,,,,M,2018.0,False
Mingyu,Kim Mingyu,김민규,민규,6/04/1997,Seventeen,26/05/2015,Pledis,South Korea,,185.0,65.0,Anyang,,,M,2015.0,False
Minhee,Kang Minhee,강민희,민희,17/09/2002,CRAVITY,14/04/2020,Starship,South Korea,,185.0,58.0,,,X1,M,2020.0,False
Minhee,Joo Minhee,주민희,민희,3/01/1993,Stellar,28/08/2011,Pascal,South Korea,,,,Seoul,,,F,2011.0,False
Minho,Yang Minho,양민호,민호,14/10/2002,8TURN,30/01/2023,MNH,South Korea,,179.0,59.0,,,,M,2023.0,False
Minho,Lee Minho,이민호,민호,4/09/1995,MY.st,26/03/2020,MYStar,South Korea,,,,,,,M,2020.0,False
Minho,Choi Minho,최민호,민호,9/12/1991,SHINee,25/05/2008,SM,South Korea,,181.0,60.0,Incheon,,,M,2008.0,False
Minhwan,Choi Minhwan,최민환,민환,11/11/1992,FTISLAND,7/06/2007,FNC,South Korea,,,,Seoul,,,M,2007.0,False
Minhyuk,Lee Minhyuk,이민혁,민혁,29/11/1990,BtoB,21/03/2012,Cube,South Korea,,173.0,61.0,Seoul,,,M,2012.0,False
Minhyuk,Kang Minhyuk,강민혁,민혁,28/06/1991,CNBLUE,14/01/2010,FNC,South Korea,,,,Ilsan,,,M,2010.0,False
Minhyuk,Kim Minhyuk,김민혁,민혁,6/11/1999,D-CRUNCH,6/08/2018,All-S,South Korea,,,,,,,M,2018.0,False
Minhyuk,Lee Minhyuk,이민혁,민혁,3/11/1993,MONSTA X,14/05/2014,Starship,South Korea,,,,,,,M,2014.0,False
Minhyun,Hwang Minhyun,황민현,민현,9/08/1995,NU'EST,15/03/2012,Pledis,South Korea,,,,Busan,NU'EST,Wanna One,M,2012.0,False
Mini,,,민이,12/06/2000,Purplebeck,24/06/2019,Majesty,South Korea,,168.0,47.0,,,,F,2019.0,False
Minjae,Song Minjae,송민재,민재,23/08/2003,MCND,27/02/2020,TOP Media,South Korea,,,,,,,M,2020.0,False
Minjae,Seong Minjae,성민재,민재,18/12/1994,Sonamoo,29/12/2014,TS,South Korea,,165.0,,Busan,,,F,2014.0,False
Minjae,Jo Minjae,조민재,민재,8/08/1994,Spectrum,9/05/2018,WYNN,South Korea,,,,,,,M,2018.0,False
Minjae,Shin Minjae,신민재,민재,13/08/1991,Tahiti,23/06/2012,J-line,South Korea,,,,Busan,,,F,2012.0,False
Minjae,Kim Minjae,김민재,민재,10/04/2003,xikers,30/03/2023,KQ,South Korea,,,,Seoul,,,M,2023.0,False
Minji,Kim Minji,김민지,민지,16/01/2001,Busters,27/11/2017,JTG,South Korea,,,,,,,F,2017.0,False
Minji,Kim Minji,김민지,민지,7/05/2004,NewJeans,22/07/2022,ADOR,South Korea,,169.0,,Yeongwol,,,F,2022.0,False
Minjoo,Kim Minjoo,김민주,민주,5/02/2001,IZ*ONE,29/10/2018,Off The Record,South Korea,,,,Seoul,,,F,2018.0,False
Minju,Kang Minjoo,강민주,민주,11/03/2001,GWSN,5/09/2018,Kiwi Pop,South Korea,,,,,,,F,2018.0,False
Minjun,Kim Minjun,김민준,민준,26/02/1999,NINE.i,30/03/2022,FirstOne,South Korea,,,,,,,M,2022.0,False
Minkyung,Kang Minkyung,강민경,민경,3/08/1990,Davichi,4/02/2008,CJ E&M,South Korea,,,,Goyang,,,F,2008.0,False
Minnie,Nicha Yontararak,니차 욘타라락,민니,23/10/1997,(G)I-DLE,2/05/2018,Cube,Thailand,,,,,,,F,2018.0,True
Mino,Song Minho,송민호,민호,30/03/1993,WINNER,12/08/2014,YG,South Korea,,,,Yongin,,,M,2014.0,False
Minpyo,Gook Minpyo,국민표,민표,15/11/1994,B.I.G,9/07/2014,GH,South Korea,,173.0,57.0,Gwangju,,,M,2014.0,False
Minseo,Kim Minseo,김민서,민서,13/05/2002,DRIPPIN,26/10/2020,Woollim,South Korea,,177.0,53.0,,,,M,2020.0,False
Minseo,Park Minseo,박민서,민서,21/03/2003,Saturday,18/07/2018,SD,South Korea,,163.0,45.0,,,,F,2018.0,False
Minseo,Kim Minseo,김민서,민서,12/08/2004,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,2020.0,False
Minsu,Park Minsu,김민수,민수,15/04/1993,Boys Republic,3/06/2013,Happy Tribe| Universal,South Korea,,172.0,55.0,Gwangju,,,M,2013.0,False
Minsu,Kim Minsu,김민수,민수,20/03/2000,TOO,1/04/2020,n.CH,South Korea,,,,,,,M,2020.0,False
Minsung,Kim Minhwi,김민휘,민성,24/12/1996,Romeo,4/11/2015,CT,South Korea,,,,,,,M,2015.0,False
Mint,Kunpat Phonpawiworakun,쿤팟 퍼언빠위워라쿤,민트,23/06/1994,Tiny-G,23/08/2012,GNG,Thailand,,150.0,42.0,,,,F,2012.0,True
Minwoo,No Minwoo,노민우,민우,31/07/1995,Boyfriend,26/05/2011,Starship,South Korea,,174.0,60.0,Anyang,,,M,2011.0,False
Minwoo,Lee Minwoo,이민우,민우,28/07/1979,Shinhwa,24/03/1998,SM| Good| Shinhwa,South Korea,,172.0,60.0,Namwon,,,M,1998.0,False
Minwoo,Ha Minwoo,하민우,민우,6/09/1990,ZE:A,7/01/2010,Star Empire,South Korea,,,,Yangsan,,,M,2010.0,False
Minwoo†,Seo Minwoo,서민우,민우,8/02/1985,100%,18/09/2012,TOP Media,South Korea,,,,Daegu,,,M,2012.0,False
Minyoung,Kim Minyeong,김민영,민영,12/09/1990,Brave Girls,8/04/2011,Brave,South Korea,,,,Seongnam,,,F,2011.0,False
Minzy,Kong Minji,공민지,민지,18/01/1994,2NE1,6/05/2009,YG,South Korea,,,,,,,F,2009.0,False
Mir,Lee Yoonsang,이윤상,미르,6/03/2000,Astin,16/11/2022,AB Creative,South Korea,,,,,,,M,2022.0,False
Mir,Bang Cheolyong,방철용,미르,10/03/1991,MBLAQ,14/10/2009,J. Tune,South Korea,,,,Bukhamyeon,,,M,2009.0,False
Mire,Su Mire,수미레,미레,26/03/2006,TRI.BE,17/02/2021,TR - Mellow,Japan,,,,,,,F,2021.0,True
Miryo,Jo Mihye,조미혜,미료,2/11/1981,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,2006.0,False
Miso,Jeon Jimin,전지민,미소,25/10/2000,Dreamnote,7/11/2018,iME,South Korea,,160.0,43.0,,,,F,2018.0,False
Miso,Park Jihyun,박지현,미소,16/09/1996,P.O.P,26/07/2017,DWM,South Korea,,,,Busan,,,F,2017.0,False
Miso,Park Miso,박미소,미소,4/04/1991,Tahiti,23/06/2012,J-line,South Korea,,,,Gwangju,,,F,2012.0,False
MiU,Ito Miyu,이토 미유,미유,9/01/2003,LIMELIGHT,17/02/2023,143,Japan,,164.0,42.0,Tokyo,,,F,2023.0,True
Miya,Miyauchi Haruka,미야우치 하루카,미야,26/05/1993,GWSN,5/09/2018,Kiwi Pop,Japan,,,,,,,F,2018.0,True
Miyeon,Jo Miyeon,조미연,미연,31/01/1997,(G)I-DLE,2/05/2018,Cube,South Korea,,,,,,,F,2018.0,False
MJ,Kim Myungjun,김명준,엠제이,5/03/1994,ASTRO,23/02/2016,Fantagio,South Korea,,,,Nowon,,,M,2016.0,False
MK,Park Minkyun,박민균,엠케이,16/11/1995,ONF,2/08/2017,WM,South Korea,,,,Ilsan,,,M,2017.0,False
Moko,Sakura Moko,사쿠라 모코,모코,19/03/1991,Honey Popcorn,21/03/2018,Kyun Create,Japan,,,,,,,F,2018.0,True
Momo,Hirai Momo,히라이 모모,모모,9/11/1996,Twice,20/10/2015,JYP,Japan,,167.0,,Kyoto,MISAMO,,F,2015.0,True
Momoka,Matsuda Momoka,마쓰다 모모카,모모카,26/12/2000,Pink Fantasy,28/10/2018,My Doll,Japan,,152.0,,,,,F,2018.0,True
Monday,Kim Jimin,김지민,먼데이,10/05/2002,Weeekly,30/07/2020,Play M,South Korea,,172.0,,,,,F,2020.0,False
Monika,Kang Yeh,강예,모니카,21/05/1991,BADKIZ,24/03/2014,Zoo,South Korea,,,,Seoul,,,F,2014.0,False
Moon Bin,Moon Bin,문빈,문빈,26/01/1998,ASTRO,23/02/2016,Fantagio,South Korea,,,,Cheongju,,,M,2016.0,False
Moon Sua,Moon Sua,문수아,문수아,9/09/1999,Billlie,10/11/2021,MYSTIC,South Korea,,167.0,47.0,Cheongju,,,F,2021.0,False
Moonbyul,Moon Byulyi,문별이,문별,22/12/1992,Mamamoo,18/06/2014,RBW,South Korea,,165.0,45.0,Bucheon,,,F,2014.0,False
Moonhee,Choi Moonhee,최문희,문희,15/04/1997,Bonus Baby,1/01/2017,Maroo,South Korea,,167.0,,,,MyB,F,2017.0,False
Moonvok,Jang Moonvok,장문복,문복,11/04/1995,Limitless,9/07/2019,ONO,South Korea,,168.0,48.0,,,,M,2019.0,False
Mu,Suh Kyungmin,서경민,뮤,14/09/2003,EPEX,8/06/2021,C9,South Korea,,184.0,63.0,,,,M,2021.0,False
Mujin,Ko Sungho,고성호,무진,20/11/2000,Kingdom,18/02/2021,GF,South Korea,,,,,,,M,2021.0,False
Munik,Jang Moonik,장문익,문익,20/03/2001,Dongkiz,24/04/2019,Dongyo,South Korea,,173.0,50.0,,,,M,2019.0,False
Muzin,Kim Hyunwoo,김현우,무진,29/03/2001,BAE173,19/11/2020,PocketDol,South Korea,,,,,,,M,2020.0,False
Myungho,Ji Myungho,지명호,명호,12/10/2001,8TURN,30/01/2023,MNH,South Korea,,177.0,62.0,,,,M,2023.0,False
Myungji,Kim Myungji,김명지,명지,9/10/1997,Tiny-G,23/08/2012,GNG,South Korea,,164.0,,,,,F,2012.0,False
N,Cha Hakyeon,차학연,엔,30/06/1990,VIXX,24/05/2012,Jellyfish,South Korea,,180.0,65.0,Changwon,Big Byung,,M,2012.0,False
Naeun,Lee Naeun,이나은,나은,5/05/1999,APRIL,24/08/2015,DSP,South Korea,,,,Daejeon,,,F,2015.0,False
Nahyun,Kang Nahyun,강나현,나현,25/01/2002,HOT ISSUE,17/05/2017,FNC,South Korea,,,,,,,F,2017.0,False
Nahyun,Kim Nahyun,김나현,나현,9/12/1995,Sonamoo,29/12/2014,TS,South Korea,,170.0,,Seoul,,,F,2014.0,False
Nako,Yabuki Nako,야부키 나코,나코,18/06/2001,IZ*ONE,29/10/2018,Off The Record,Japan,,,,Tokyo,,,F,2018.0,True
Nakyung,Lee Nakyung,이나경,나경,1/06/2000,fromis_9,24/01/2018,Off The Record,South Korea,,159.0,42.0,Mungyeong,,,F,2018.0,False
Nakyung,Kim Nakyung,김나경,나경,13/10/2002,tripleS,13/02/2023,MODHAUS,South Korea,,166.0,,Ulsan,,,F,2023.0,False
Namjoo,Kim Namjoo,김남주,남주,15/04/1995,Apink,19/04/2011,Plan A,South Korea,,165.0,,Seoul,,,F,2011.0,False
Nana,Im Jinah,임진아,나나,14/09/1991,After School,15/01/2009,Pledis,South Korea,,,,Cheongju,Orange Caramel,,F,2009.0,False
Nana,Kwon Nayeon,권나연,나나,9/03/2001,woo!ah!,15/05/2020,NV,South Korea,,,,,,,F,2020.0,False
Nancy,Nancy Mcdonie,낸시 맥다니,낸시,13/04/2000,MOMOLAND,9/11/2016,Double Kick,South Korea,USA,162.0,45.0,Daegu,,,F,2016.0,False
Nara,Kwon Nara,권나라,나라,13/03/1991,Hello Venus,9/05/2012,Fantagio,South Korea,,172.0,52.0,Seongnam,,,F,2012.0,False
Narachan,Jung Hyunwoo,정현우,나라찬,23/09/1996,MONT,14/05/2014,Starship,South Korea,,178.0,58.0,,,,M,2014.0,False
Narae,Park Narae,박나래,나래,23/02/1988,SPICA,7/02/2012,CJ E&M,South Korea,,,,Incheon,SPICA-S,SPICA,F,2012.0,False
Nari,Kim Nari,김나리,나리,5/10/1992,Wassup,7/08/2013,Mafia,South Korea,,,,,,,F,2013.0,False
Narin,Lee Narin,이나린,나린,29/10/2001,Bling Bling,17/11/2020,Major9,South Korea,,,,,,,F,2020.0,False
Narin,Lee Eunseo,이은서,나린,6/06/2000,Queenz Eye,24/10/2022,Big Mountain,South Korea,,,,,,,F,2022.0,False
Narsha,Park Hyojin,박효진,나르샤,28/12/1981,Brown Eyed Girls,2/03/2006,Mystic,South Korea,,,,,,,F,2006.0,False
Nason,Kim Duyeop,김두엽,네이슨,12/06/1995,CHECKMATE,19/06/2012,Yedang,South Korea,,,,,,,M,2012.0,False
Nayeon,Im Nayeon,임나연,나연,22/09/1995,Twice,20/10/2015,JYP,South Korea,,163.0,,Seoul,,,F,2015.0,False
Nayoung,Kim Nayoung,김나영,나영,23/11/1995,Gugudan,28/06/2016,Jellyfish,South Korea,,169.0,50.0,,,,F,2016.0,False
Nayoung,Kim Nayoung,김나영,나영,30/11/2002,LIGHTSUM,10/06/2021,Cube,South Korea,,154.0,43.0,Chuncheon,,,F,2021.0,False
